ID,Query,Category,Difficulty,CSV_Answer,RAG_Answer,BLEU_Score,ROUGE_L_Score,Max_Score
q275,What is 'neurology'?,specialty,medium,"Neurology is the branch of medicine that deals with disorders of the nervous system, which includes the brain, spinal cord, and peripheral nerves. Neurologists treat conditions like stroke, epilepsy, Parkinson's, and MS.","Neurology is a branch of medicine that deals with the diagnosis and treatment of disorders of the nervous system, which includes the brain, spinal cord, and peripheral nerves. It involves the study and management of neurological diseases and conditions.",0.6666666666666666,0.6478873239436619,0.6666666666666666
q276,What is 'dermatology'?,specialty,easy,"Dermatology is the branch of medicine concerned with the diagnosis and treatment of diseases of the skin, hair, and nails. Dermatologists treat conditions like acne, psoriasis, eczema, and skin cancer.",Dermatology is the branch of medicine that specializes in diagnosing and treating diseases and disorders of the skin.,0.5333333333333333,0.4166666666666667,0.5333333333333333
q277,What is 'pulmonology'?,specialty,medium,"Pulmonology is the medical specialty that deals with diseases involving the respiratory tract—the lungs and airways. Pulmonologists treat conditions like asthma, COPD, pneumonia, and lung cancer.","The provided context does not define 'pulmonology'. However, typically, pulmonology is the medical specialty dealing with diseases involving the respiratory tract. If more detailed information is required, please refer to a medical resource or consult a healthcare professional.",0.2727272727272727,0.3125,0.3125
q278,What is 'gastroenterology'?,specialty,medium,"Gastroenterology is the medical specialty focused on the digestive system and its disorders. This includes the esophagus, stomach, small intestine, colon, liver, gallbladder, and pancreas. They treat GERD, IBD, and perform colonoscopies.",The term 'gastroenterology' is not defined within the provided context. Please refer to a medical dictionary or other reliable resources for a detailed definition.,0.13636363636363635,0.10714285714285714,0.13636363636363635
q279,What is 'nephrology'?,specialty,medium,"Nephrology is the medical specialty that deals with the function and diseases of the kidneys. Nephrologists treat conditions like chronic kidney disease, kidney stones, and kidney failure.",Nephrology is the branch of medicine that specializes in the study and treatment of kidney conditions and diseases. A doctor who works in this field is known as a nephrologist.,0.3333333333333333,0.3157894736842105,0.3333333333333333
q280,What is 'endocrinology'?,specialty,medium,"Endocrinology is the medical specialty that deals with the endocrine system—the glands that produce hormones. Endocrinologists treat hormone imbalances and diseases like diabetes, thyroid disorders, and PCOS.","Endocrinology is the branch of medicine that deals with the study of hormones and the treatment of disorders related to the body's endocrine glands, which secrete hormones into the bloodstream to regulate various bodily functions.",0.2962962962962963,0.25806451612903225,0.2962962962962963
q281,What is 'rheumatology'?,specialty,medium,"Rheumatology is the medical specialty that deals with 'rheumatic diseases'—autoimmune and inflammatory conditions that affect the joints, muscles, and bones. Rheumatologists treat conditions like rheumatoid arthritis, lupus, and gout.","Rheumatology is a branch of medicine focused on diagnosing and treating rheumatic diseases, which involve inflammation, pain, and disorders affecting the joints, muscles, and connective tissues.",0.25,0.2545454545454545,0.2545454545454545
q282,What is 'obstetrics and gynecology' (OB/GYN)?,specialty,easy,"This specialty combines two fields. 'Obstetrics' focuses on pregnancy, childbirth, and the postpartum period. 'Gynecology' focuses on the health of the female reproductive system (vagina, uterus, ovaries).","Obstetrics and gynecology (OB/GYN) is a medical specialty that focuses on the care of women's reproductive systems, including pregnancy, childbirth, and disorders of the reproductive organs. Obstetrics specifically deals with pregnant patients and the delivery of babies, while gynecology involves the overall health of the female reproductive system.",0.3142857142857143,0.3466666666666667,0.3466666666666667
q283,What is 'pediatrics'?,specialty,easy,"Pediatrics is the branch of medicine that involves the medical care of infants, children, and adolescents. A doctor in this field is a 'pediatrician.'","Pediatrics is a branch of medicine that involves the medical care of infants, children, and adolescents. It focuses on their physical, emotional, and social health, addressing issues ranging from preventive health care to the diagnosis and treatment of acute and chronic diseases.",0.42857142857142855,0.45454545454545453,0.45454545454545453
q284,What is 'psychiatry'?,specialty,easy,"Psychiatry is the medical specialty devoted to the diagnosis, prevention, and treatment of mental disorders. A 'psychiatrist' is a medical doctor (MD or DO) who can prescribe medication and provide psychotherapy.","Psychiatry is a branch of medicine that specializes in the diagnosis, treatment, and prevention of mental, emotional, and behavioral disorders.",0.4444444444444444,0.2745098039215686,0.4444444444444444
q285,What is 'radiology'?,specialty,medium,"Radiology is the medical specialty that uses medical imaging (like X-rays, CT scans, MRIs, and ultrasounds) to diagnose and treat diseases. A 'radiologist' is a medical doctor who is trained to interpret these images.","Radiology is a medical field that involves the use of imaging techniques, such as x-rays, to diagnose and manage diseases and injuries.",0.5238095238095238,0.3214285714285714,0.5238095238095238
q286,What is 'anesthesiology'?,specialty,medium,"Anesthesiology is the medical specialty concerned with the total perioperative care of patients before, during, and after surgery. This includes administering 'anesthesia' (medication to prevent pain) and monitoring vital signs during surgery.","Anesthesiology is the medical specialty focused on the administration of anesthesia, which involves the use of drugs to prevent pain during surgery or procedures. Anesthesiologists are responsible for managing anesthetic applications to keep patients safe and comfortable, including monitoring vital signs and ensuring proper ventilation.",0.35,0.3376623376623376,0.35
